timestamp_utc,symbol,trading_date,action,path,rows,error,venue,start_time,end_time
2026-04-29T03:10:27.808614+00:00,AAPL,2021-02-16,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-02-16/part.parquet,699804,,utp_cta,09:30:00,16:00:00
2026-04-29T03:10:37.229331+00:00,AAPL,2021-02-17,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-02-17/part.parquet,919491,,utp_cta,09:30:00,16:00:00
2026-04-29T03:10:44.341809+00:00,AAPL,2021-02-18,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-02-18/part.parquet,809695,,utp_cta,09:30:00,16:00:00
2026-04-29T03:10:49.953351+00:00,AAPL,2021-02-19,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-02-19/part.parquet,653635,,utp_cta,09:30:00,16:00:00
2026-04-29T03:11:02.712021+00:00,AAPL,2021-02-22,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-02-22/part.parquet,910078,,utp_cta,09:30:00,16:00:00
2026-04-29T03:11:14.596067+00:00,AAPL,2021-02-23,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-02-23/part.parquet,1464418,,utp_cta,09:30:00,16:00:00
2026-04-29T03:11:22.752118+00:00,AAPL,2021-02-24,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-02-24/part.parquet,909836,,utp_cta,09:30:00,16:00:00
2026-04-29T03:11:33.811461+00:00,AAPL,2021-02-25,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-02-25/part.parquet,1301570,,utp_cta,09:30:00,16:00:00
2026-04-29T03:11:43.540325+00:00,AAPL,2021-02-26,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-02-26/part.parquet,1219878,,utp_cta,09:30:00,16:00:00
2026-04-29T03:11:51.199561+00:00,AAPL,2021-03-01,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-03-01/part.parquet,879155,,utp_cta,09:30:00,16:00:00
2026-04-29T03:11:58.374369+00:00,AAPL,2021-03-02,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-03-02/part.parquet,797801,,utp_cta,09:30:00,16:00:00
2026-04-29T03:12:06.676248+00:00,AAPL,2021-03-03,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-03-03/part.parquet,948675,,utp_cta,09:30:00,16:00:00
2026-04-29T03:12:19.635309+00:00,AAPL,2021-03-04,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-03-04/part.parquet,1635573,,utp_cta,09:30:00,16:00:00
2026-04-29T03:12:31.291181+00:00,AAPL,2021-03-05,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-03-05/part.parquet,1424771,,utp_cta,09:30:00,16:00:00
2026-04-29T03:12:42.865496+00:00,AAPL,2021-03-08,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-03-08/part.parquet,1477567,,utp_cta,09:30:00,16:00:00
2026-04-29T03:12:50.925732+00:00,AAPL,2021-03-09,saved,data_new/thetadata_raw/trades/symbol=AAPL/date=2021-03-09/part.parquet,954746,,utp_cta,09:30:00,16:00:00
