cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
0.003890047531597718,0.00017661117948572456,0.0004981029624750366,0.3545676151134632,-0.0001909733279724657,0.18181818181818182,0.18181818181818182,0.22727272727272727,0.22727272727272727,4.0
