,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-0.00011242854764251248,-0.003478184902376925,-0.011808122641963723,-0.004213625921930978,9.749265556463671e-05,5.730001588514178e-05,2.8649978695702913e-05
MSFT,-0.0004826896861957808,0.000547478046326313,8.555306845635616e-05,0.016297511618313918,0.00039061112801020364,0.000160146049541721,8.00730358821067e-05
NVDA,6.03049333406709e-05,0.02485408881796575,-0.007691056283233084,-0.009129924949125796,7.220699368322267e-05,-0.00026047851124494386,-0.0001302392583839937
