,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-0.00026740061373191034,-0.015224562190793569,0.12551756362231264,-0.1027657863411296,0.00026399911952012075,0.0001595168607130049,7.975743360774251e-05
MSFT,-0.001507843968997074,-0.0018475875823100348,0.0823184354852219,-0.07022775721554374,0.0015442164549955653,-5.60897593068382e-05,-2.8044878896285314e-05
NVDA,-0.0003740667538569788,0.07172391277071248,0.006711004352610737,-0.1789348450619898,0.00033938012067621064,0.0007135363537158843,0.0003567675304766379
