cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,forecast_target_corr,inverted_forecast_target_corr,effective_forecast_target_corr,forecast_q1_mean_pnl,forecast_q2_mean_pnl,forecast_q3_mean_pnl,forecast_q4_mean_pnl,forecast_q5_mean_pnl
-0.008306754450018605,-4.68966461195092e-05,0.0009993327836518775,-0.04692795721975021,-0.016507414307201262,0.25,0.4602272727272727,0.6761363636363636,0.5113636363636364,81.0,0.07206954672670596,-0.07206954672670596,-0.07206954672670596,-5.59584369598465e-05,-1.3319068423980302e-05,4.776263761724295e-06,1.1042036667394661e-05,-2.7460498153464905e-05
