cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,forecast_target_corr,inverted_forecast_target_corr,effective_forecast_target_corr,forecast_q1_mean_pnl,forecast_q2_mean_pnl,forecast_q3_mean_pnl,forecast_q4_mean_pnl,forecast_q5_mean_pnl
-0.003885582437542001,-8.291589170619031e-06,0.0010557017995204481,-0.007854101579049576,-0.02213989090097246,0.08181818181818182,0.12954545454545455,0.19318181818181818,0.16590909090909092,57.0,-0.05997424851669265,0.05997424851669265,0.05997424851669265,1.1816908519020259e-05,-4.0760903236465246e-05,1.9999414473876003e-05,-2.6508916973643034e-05,1.2312964594627433e-05
