,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-0.0003757226180660881,0.010516002677365693,-0.11869412391539869,0.15220711450924526,0.00012414214806248053,9.048095202356563e-05,4.5239473257869286e-05
MSFT,-0.0001958398496732456,-0.015244890922033683,0.04388652857890955,-0.00481232549019652,0.0001373347730027945,0.00017976233797558226,8.988139269337653e-05
NVDA,0.0004735190566184062,-0.01782056184481455,-0.1174591307397365,0.17232532866376493,-0.0001934822065183274,-4.209522403860266e-05,-2.104746900232476e-05
