cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.018084266985006536,-0.00020504524328469976,0.0021684752713034966,-0.09455733528445755,-0.026650116560096193,0.4090909090909091,1.2613636363636365
