horizon,num_folds,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
5m,6.0,0.0040187083524447775,2.3883902207841666e-06,0.0005246221563375953,0.00455259121623379,-0.016644319598941526,0.03479236812570146,0.10213243546576879
15m,6.0,-0.02128314487375982,-3.5880701518892905e-05,0.0008189071594004887,-0.043815347206343516,-0.029013607358147175,0.03535353535353535,0.10101010101010101
