,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-0.00022284321324570332,-0.013420353955202241,-0.21122240026634015,-0.0947235347606479,0.00021356641014087113,-8.177159245693862e-05,-4.0886417191370115e-05
MSFT,-0.00012147181343227914,-0.003474342005551303,-0.016563355134968014,0.24602069053057593,-0.00011411578907358795,0.00013039102679436734,6.519605589714885e-05
NVDA,-0.00035901737615549217,-0.09981642829449665,0.061047251971197015,0.08351581501090008,8.133635691364363e-05,-0.0006329591274277382,-0.00031647945689570756
