cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
0.0034072370502382654,4.040911903975695e-05,0.0018844612197306948,0.021443327470295065,-0.013370703938333395,0.5568181818181818,1.1704545454545454,1.4886363636363635,0.8863636363636364,103.0
