cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
-0.03388064551438308,-0.000387487961838945,0.0028824132280511968,-0.1344317872496464,-0.04068113078064006,0.4318181818181818,1.2159090909090908,1.5,0.8636363636363636,107.0
