cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
0.008686514887415564,9.883959215582042e-05,0.0010574416739473661,0.09347049070504114,-0.002881267069669957,0.045454545454545456,0.09090909090909091,0.10227272727272728,0.09090909090909091,8.0
