,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-3.0660082544190214e-05,-0.023043703148658307,-0.003531721092714798,-0.018565083299226997,6.018696719386205e-05,0.00017830229301758142,8.915112345176852e-05
MSFT,-0.0005894117493884279,-0.0010290918818874617,-0.0015294781969453996,0.0012535849155198243,0.0005702393993648298,-4.850559196451805e-05,-2.4252771991791237e-05
NVDA,-0.0005943129060177647,0.06876645924975669,0.0015546332469572731,-0.008650683346581999,0.0001585732177486523,0.0003070008675306466,0.00015350042815573706
