cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
-0.02741774582475076,-0.0003135618418645119,0.002157436883997567,-0.14533998384393315,-0.030452795602640692,0.42045454545454547,1.1022727272727273,1.75,0.9090909090909091,97.0
