cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.004626544336262084,-4.171213159246803e-05,0.0009459129199128631,-0.044097221545837985,-0.014062957998221992,0.08181818181818182,0.14545454545454545
