date,long_gross,short_gross,stock_gross,hedge_gross,gross_exposure,net_exposure,turnover,net_SPY_exposure,net_XLK_exposure,net_QQQ_exposure
2020-07-01,0.015067247260861866,0.05,0.05,0.015067247260861866,0.06506724726086187,-0.03493275273913814,0.06506724726086187,-0.002684996847988854,-0.012283808838983687,-0.030232936095613058
2020-07-02,0.014643552843208426,0.05,0.05,0.014643552843208426,0.06464355284320843,-0.03535644715679158,0.008314729047382551,-0.0007551627344330631,-0.024120360783577353,-0.019055135011614863
2020-07-06,0.0152565655310461,0.05090389097448486,0.05,0.01616045650553096,0.06616045650553096,-0.03564732544343876,0.00829463279386868,0.0027116729234545854,-0.03612599254440959,-0.009643704048728706
2020-07-07,0.014467533139155107,0.050016915878605,0.05,0.01448444901776011,0.06448444901776011,-0.035549382739449895,0.004260514223529974,5.074763581500841e-05,-0.04000275264804828,-0.0033998467694170455
2020-07-08,0.014660773345364538,0.05,0.05,0.014660773345364538,0.06466077334536455,-0.03533922665463546,0.0037510999870749265,-0.005238264109429227,-0.03469133679465754,-0.0040527191320068505
2020-07-09,0.015969349104315363,0.05145776981939468,0.05,0.017427118923710037,0.06742711892371003,-0.035488420715079315,0.005468158333016735,-0.008808962010861439,-0.03909908530208465,0.0043733094581840295
2020-07-10,0.0305692729948509,0.06641959387469204,0.05,0.04698886686954294,0.09698886686954294,-0.03585032087984115,0.12956174794583292,-0.028208209584130946,-0.06349960940042176,0.04925878162407613
2020-07-13,0.030828591995640704,0.06677632123993779,0.05,0.04760491323557849,0.09760491323557849,-0.03594772924429709,0.0011618464319094694,-0.027389509485320068,-0.06509626650160205,0.050328963719813366
2020-07-14,0.0,-0.0,0.0,0.0,0.0,0.0,0.0976049132355785,0.0,0.0,0.0
2020-07-15,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-16,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-17,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-21,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-22,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-23,0.08058219061976249,0.08095693609358615,0.1,0.06153912671334863,0.16153912671334864,-0.0003747454738236601,0.16153912671334864,0.057858696682859874,0.03501211159789856,-0.09174657185928745
2020-07-24,0.12793867308632983,0.08936886330258303,0.15000000000000002,0.06730753638891285,0.21730753638891287,0.038569809783746786,0.0647761192501113,0.05227768492133725,0.06582890498641186,-0.08381601925898946
2020-07-27,0.1592008227434802,0.04884246831690814,0.15000000000000002,0.05804329106038832,0.20804329106038835,0.11035835442657206,0.14735255499946134,0.023566035457907367,0.12296136949281705,-0.027602468230440547
2020-07-28,0.10870873373171216,0.034672915343567486,0.1,0.04338164907527964,0.14338164907527964,0.07403581838814469,0.0646616419851087,0.017358053645668947,0.08666069238503352,-0.026126201195136468
2020-07-29,0.11484028512785274,0.07826655506203292,0.15000000000000002,0.043106840189885656,0.19310684018988566,0.03657373006581983,0.07693177928450896,0.038948855055919676,0.04585081013017908,-0.044520855383558204
2020-07-30,0.11476084358823618,0.07816628460931956,0.15000000000000002,0.042927128197555744,0.19292712819755575,0.036594558978916635,0.0005943003183470769,0.03802616120875385,0.04647269261920483,-0.04428253076470855
2020-07-31,0.10276371954482785,0.06456288955566478,0.15000000000000002,0.017326609100492628,0.16732660910049266,0.038200829989163076,0.12560051909706313,0.01434792843923581,0.029340740227758517,-0.008291158634483552
2020-08-03,0.061539730820903596,0.060958094524750504,0.1,0.022497825345654095,0.1224978253456541,0.0005816362961531003,0.06238080630699003,0.014282281533475927,0.01859200204077556,-0.03461919246271079
2020-08-04,0.12073123454351078,0.1190481000550727,0.2,0.03977933459858348,0.2397793345985835,0.0016831344884380896,0.1296761772801131,0.057144300165218084,-0.013210102643451302,-0.04898360098708105
2020-08-05,0.12063453549962772,0.11861460166518703,0.2,0.039249137164814735,0.23924913716481475,0.0020199338344406726,0.0007824543314826314,0.055843804995561096,-0.013588487990022135,-0.04831511850886098
2020-08-06,0.12080366208975617,0.11871650313074089,0.2,0.03952016522049705,0.23952016522049707,0.0020871589590152756,0.0006047320270343593,0.05614950939222266,-0.013087932032994062,-0.04932305423627442
2020-08-07,0.12078871821730705,0.11896310561492013,0.2,0.03975182383222716,0.23975182383222718,0.0018256126023869276,0.001037258525988868,0.05688931684476035,-0.014251500287034842,-0.04811465436488629
2020-08-10,0.12159622717520993,0.11922124341626102,0.2,0.04081747059147093,0.24081747059147093,0.0023749837589489165,0.0030340180554381986,0.05766373024878302,-0.019626584105035122,-0.04516209742059465
2020-08-11,0.12181626248876262,0.1190458095998483,0.2,0.04086207208861091,0.24086207208861093,0.0027704528889143203,0.00039546912996540375,0.05713742879954489,-0.019967485781784665,-0.045481301684503185
2020-08-12,0.16887810744355033,0.12522178338619025,0.25,0.04409989082974057,0.2940998908297406,0.04365632405736007,0.05921392118300402,0.07566535015857075,-0.01100333211897313,-0.04563099021167784
2020-08-13,0.2184700457171029,0.1361630099816753,0.3,0.05463305569877819,0.3546330556987782,0.08230703573542762,0.07591587577032435,0.06359461592561377,0.044894414019412104,-0.05541013715130867
2020-08-14,0.2178499710855419,0.13681119479007614,0.3,0.054661165875618034,0.354661165875618,0.08103877629546577,0.006663903275482771,0.0736326361040977,0.03680094826613071,-0.053549913256625684
2020-08-17,0.23454406512187642,0.19050227882117754,0.35,0.07504634394305393,0.4250463439430539,0.04404178630069889,0.08621171629948837,0.10844569554548059,0.013061140918051994,-0.10363219536562923
2020-08-18,0.2352010499545527,0.19126946667666644,0.35,0.07647051663121912,0.4264705166312191,0.04393158327788628,0.001701151918345769,0.1080302267002097,0.015778173329789567,-0.1056031498636581
2020-08-19,0.1968483595673478,0.19155273911793144,0.3,0.08840109868527922,0.3884010986852792,0.0052956204494163765,0.0734350349096461,0.12465821735379426,-0.03642043479197474,-0.10412464391006865
