cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.009255428383125874,-0.0004211480018336202,0.001724421711578275,-0.2442256433016985,-0.010902780136358814,0.3181818181818182,0.5454545454545454
