date,long_gross,short_gross,stock_gross,hedge_gross,gross_exposure,net_exposure,turnover,net_XLK_exposure
2020-07-01,0.012406200402419482,0.05,0.05,0.012406200402419482,0.06240620040241948,-0.037593799597580524,0.06240620040241948,-0.03721860120725845
2020-07-02,0.012369223695162017,0.05,0.05,0.012369223695162017,0.06236922369516202,-0.037630776304837986,3.697670725746546e-05,-0.03710767108548605
2020-07-06,0.050071229636193974,0.05,0.1,7.122963619397155e-05,0.10007122963619397,7.122963619397155e-05,0.06229799405896805,-0.00021368890858191464
2020-07-07,0.05014132956522284,0.05,0.1,0.00014132956522283809,0.10014132956522284,0.00014132956522283809,7.009992902886654e-05,-0.00042398869566851426
2020-07-08,0.06311636198053597,0.1,0.15000000000000002,0.013116361980535972,0.163116361980536,-0.03688363801946403,0.06297503241531313,-0.039349085941607916
2020-07-09,0.0632039430852145,0.1,0.15000000000000002,0.013203943085214493,0.16320394308521452,-0.03679605691478551,8.758110467852083e-05,-0.03961182925564348
2020-07-10,0.07518253302610337,0.15000000000000002,0.2,0.025182533026103366,0.2251825330261034,-0.07481746697389666,0.061978589940888874,-0.0755475990783101
2020-07-13,0.07559378697665811,0.15000000000000002,0.2,0.02559378697665811,0.2255937869766581,-0.07440621302334191,0.00041125395055474287,-0.07678136092997433
2020-07-14,0.050646711917806425,0.05,0.1,0.0006467119178064206,0.10064671191780643,0.0006467119178064206,0.12494707505885169,-0.0019401357534192618
2020-07-15,0.05074737792395013,0.05,0.1,0.0007473779239501269,0.10074737792395014,0.0007473779239501269,0.00010066600614370633,-0.002242133771850381
2020-07-16,0.05,0.012008053409641574,0.05,0.012008053409641574,0.06200805340964158,0.03799194659035843,0.06275543133359171,0.03602416022892472
2020-07-17,0.05,0.011816179721518836,0.05,0.011816179721518836,0.06181617972151884,0.03818382027848117,0.000191873688122738,0.03544853916455651
2020-07-20,0.0,-0.0,0.0,0.0,0.0,0.0,0.06181617972151884,0.0
2020-07-21,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-22,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-23,0.014126691399634506,0.05,0.05,0.014126691399634506,0.0641266913996345,-0.0358733086003655,0.0641266913996345,-0.04238007419890352
2020-07-24,0.05278604869218188,0.05,0.1,0.002786048692181877,0.10278604869218189,0.002786048692181877,0.06134064270745263,-0.008358146076545631
2020-07-27,0.1,0.025258725806830737,0.1,0.025258725806830737,0.12525872580683073,0.07474127419316927,0.1280447744990126,0.07577617742049221
2020-07-28,0.05,0.011804461849713095,0.05,0.011804461849713095,0.0618044618497131,0.03819553815028691,0.06345426395711765,0.03541338554913929
2020-07-29,0.05,0.012141176817744227,0.05,0.012141176817744227,0.062141176817744226,0.03785882318225578,0.00033671496803113106,0.03642353045323268
2020-07-30,0.05,0.012181426202924468,0.05,0.012181426202924468,0.06218142620292447,0.03781857379707554,4.0249385180241015e-05,0.036544278608773406
2020-07-31,0.01463059463491105,0.05,0.05,0.01463059463491105,0.06463059463491105,-0.03536940536508895,0.12681202083783552,-0.043891783904733146
2020-08-03,0.02735236081349267,0.1,0.1,0.02735236081349267,0.1273523608134927,-0.07264763918650734,0.06272176617858162,-0.08205708244047802
2020-08-04,0.10271002876465661,0.1,0.2,0.0027100287646566034,0.2027100287646566,0.0027100287646566034,0.12464233204883607,-0.00813008629396981
2020-08-05,0.10264875498012707,0.1,0.2,0.0026487549801270677,0.20264875498012708,0.0026487549801270677,6.127378452953566e-05,-0.007946264940381203
2020-08-06,0.10265405328892184,0.1,0.2,0.002654053288921831,0.20265405328892183,0.002654053288921831,5.298308794763132e-06,-0.007962159866765493
2020-08-07,0.15000000000000002,0.10455547323195882,0.25,0.0045554732319588245,0.2545554732319588,0.04544452676804118,0.057209526520880655,0.013666419695876474
2020-08-10,0.15000000000000002,0.10382300543703925,0.25,0.003823005437039239,0.25382300543703923,0.04617699456296076,0.0007324677949195856,0.011469016311117717
2020-08-11,0.15000000000000002,0.10387210890687235,0.25,0.003872108906872347,0.25387210890687234,0.046127891093127656,4.9103469833108176e-05,0.011616326720617041
2020-08-12,0.15000000000000002,0.10419902729373695,0.25,0.0041990272937369524,0.25419902729373695,0.04580097270626305,0.0003269183868646053,0.012597081881210857
2020-08-13,0.2,0.11660166308056504,0.3,0.01660166308056503,0.31660166308056503,0.08339833691943499,0.06240263578682808,0.04980498924169509
2020-08-14,0.25,0.12665333747448246,0.35,0.026653337474482446,0.37665333747448243,0.12334666252551757,0.06005167439391742,0.07996001242344733
2020-08-17,0.25,0.12649543054899534,0.35,0.026495430548995325,0.3764954305489953,0.1235045694510047,0.0001579069254871203,0.07948629164698598
2020-08-18,0.25,0.16231217403173287,0.39999999999999997,0.012312174031732858,0.4123121740317328,0.08768782596826716,0.06418325651726248,0.03693652209519857
2020-08-19,0.20074321909504067,0.15000000000000002,0.35,0.0007432190950406453,0.35074321909504064,0.05074321909504065,0.06305539312677351,-0.002229657285121936
2020-08-20,0.15000000000000002,0.10573225482631231,0.25,0.005732254826312299,0.2557322548263123,0.0442677451736877,0.10647547392135295,0.017196764478936897
2020-08-21,0.10731810143589972,0.1,0.2,0.007318101435899716,0.20731810143589974,0.007318101435899716,0.06305035626221202,-0.02195430430769915
2020-08-24,0.15000000000000002,0.1062984473207334,0.25,0.006298447320733395,0.25629844732073337,0.043701552679266606,0.06361654875663311,0.018895341962200184
2020-08-25,0.15000000000000002,0.07113735478164702,0.2,0.021137354781647022,0.22113735478164703,0.07886264521835298,0.06483890746091363,0.06341206434494107
2020-08-26,0.15000000000000002,0.07108197207016692,0.2,0.02108197207016691,0.22108197207016692,0.0789180279298331,5.538271148011059e-05,0.06324591621050074
2020-08-27,0.1,0.02588410224974242,0.1,0.02588410224974242,0.12588410224974242,0.07411589775025759,0.10480213017957551,0.07765230674922727
2020-08-28,0.1,0.02572423160953016,0.1,0.02572423160953016,0.12572423160953017,0.07427576839046984,0.00015987064021226113,0.07717269482859047
2020-08-31,0.1,0.05921144825891651,0.15000000000000002,0.009211448258916514,0.15921144825891653,0.04078855174108349,0.06651278335061364,0.02763434477674954
2020-09-01,0.10593134140944972,0.1,0.2,0.005931341409449719,0.20593134140944974,0.005931341409449719,0.06514278966836623,-0.017794024228349158
2020-09-02,0.06779342578005418,0.1,0.15000000000000002,0.017793425780054172,0.16779342578005418,-0.03220657421994583,0.061862084370604455,-0.05338027734016251
2020-09-03,0.07967561592699432,0.15000000000000002,0.2,0.02967561592699431,0.22967561592699431,-0.0703243840730057,0.061882190146940144,-0.08902684778098294
2020-09-04,0.08004090720722493,0.15000000000000002,0.2,0.03004090720722492,0.23004090720722492,-0.06995909279277508,0.0003652912802306098,-0.09012272162167476
2020-09-08,0.06299730029496128,0.1,0.15000000000000002,0.012997300294961281,0.1629973002949613,-0.03700269970503872,0.06704360691226365,-0.03899190088488384
2020-09-09,0.062482245708161833,0.1,0.15000000000000002,0.01248224570816183,0.16248224570816186,-0.03751775429183817,0.0005150545867994502,-0.03744673712448549
2020-09-10,0.07945606705678984,0.15000000000000002,0.2,0.029456067056789832,0.22945606705678984,-0.07054393294321018,0.066973821348628,-0.0883682011703695
2020-09-11,0.08480400289497472,0.2,0.25,0.03480400289497473,0.2848040028949747,-0.11519599710502529,0.0553479358381849,-0.10441200868492417
2020-09-14,0.08481988916368915,0.2,0.25,0.03481988916368916,0.28481988916368917,-0.11518011083631086,1.5886268714432328e-05,-0.10445966749106747
2020-09-15,0.07513517607502823,0.15000000000000002,0.2,0.025135176075028236,0.22513517607502825,-0.07486482392497176,0.059684713088660926,-0.0754055282250847
2020-09-16,0.06989300606637998,0.1,0.15000000000000002,0.019893006066379976,0.16989300606638,-0.030106993933620027,0.05524217000864826,-0.05967901819913993
2020-09-17,0.05426545332039809,0.05,0.1,0.004265453320398084,0.10426545332039809,0.004265453320398084,0.06562755274598189,-0.012796359961194251
2020-09-18,0.054313293196641764,0.05,0.1,0.004313293196641763,0.10431329319664177,0.004313293196641763,4.783987624367922e-05,-0.012939879589925289
2020-09-21,0.018829883441252977,0.05,0.05,0.018829883441252977,0.06882988344125299,-0.031170116558747026,0.06451659024461122,-0.05648965032375893
2020-09-22,0.0188348866748014,0.05,0.05,0.0188348866748014,0.06883488667480141,-0.031165113325198602,5.003233548423608e-06,-0.0565046600244042
2020-09-23,0.01852417409806282,0.05,0.05,0.01852417409806282,0.06852417409806283,-0.031475825901937184,0.0003107125767385817,-0.05557252229418846
2020-09-24,0.033857537198533336,0.1,0.1,0.033857537198533336,0.13385753719853333,-0.06614246280146667,0.06533336310047053,-0.10157261159560001
2020-09-25,0.03375990764081664,0.1,0.1,0.03375990764081664,0.13375990764081663,-0.06624009235918336,9.762955771669413e-05,-0.10127972292244992
2020-09-28,0.0337701829222011,0.1,0.1,0.0337701829222011,0.1337701829222011,-0.0662298170777989,1.0275281384461432e-05,-0.10131054876660331
2020-09-29,0.01511413535286259,0.05,0.05,0.01511413535286259,0.06511413535286259,-0.034885864647137416,0.06865604756933852,-0.045342406058587775
2020-09-30,0.015084191923227198,0.05,0.05,0.015084191923227198,0.0650841919232272,-0.0349158080767728,2.9943429635392524e-05,-0.04525257576968159
2020-10-01,0.03365123783629643,0.1,0.1,0.03365123783629643,0.13365123783629643,-0.06634876216370358,0.06856704591306922,-0.10095371350888929
2020-10-02,0.03354428627192891,0.1,0.1,0.03354428627192891,0.1335442862719289,-0.0664557137280711,0.00010695156436751896,-0.10063285881578674
2020-10-05,0.01532753527037486,0.05,0.05,0.01532753527037486,0.06532753527037487,-0.034672464729625145,0.06821675100155405,-0.04598260581112458
2020-10-06,0.0,-0.0,0.0,0.0,0.0,0.0,0.06532753527037487,0.0
2020-10-07,0.018087290846257997,0.05,0.05,0.018087290846257997,0.068087290846258,-0.031912709153742,0.068087290846258,-0.054261872538773986
2020-10-08,0.02627519714408405,0.1,0.1,0.02627519714408405,0.12627519714408406,-0.07372480285591596,0.05818790629782605,-0.07882559143225215
2020-10-09,0.008426240476347489,0.05,0.05,0.008426240476347489,0.058426240476347494,-0.04157375952365251,0.06784895666773656,-0.025278721429042465
2020-10-12,0.05,0.05642449902321413,0.1,0.006424499023214129,0.10642449902321413,-0.006424499023214129,0.06485073949956162,0.019273497069642386
2020-10-13,0.05,0.055988975979817196,0.1,0.005988975979817195,0.1059889759798172,-0.005988975979817195,0.0004355230433969338,0.017966927939451587
2020-10-14,0.05797406603867957,0.1,0.15000000000000002,0.00797406603867957,0.15797406603867958,-0.042025933961320434,0.06396304201849677,-0.023922198116038712
2020-10-15,0.057952468299842054,0.1,0.15000000000000002,0.007952468299842051,0.15795246829984208,-0.04204753170015795,2.159773883751888e-05,-0.023857404899526154
2020-10-16,0.05826108257403818,0.1,0.15000000000000002,0.008261082574038172,0.1582610825740382,-0.04173891742596183,0.00030861427419612113,-0.024783247722114515
2020-10-19,0.02201696300326235,0.1,0.1,0.02201696300326235,0.12201696300326235,-0.07798303699673766,0.06375588042922418,-0.06605088900978705
2020-10-20,0.022323641333597613,0.1,0.1,0.022323641333597613,0.12232364133359762,-0.07767635866640239,0.0003066783303352638,-0.06697092400079284
2020-10-21,0.02228409514605799,0.1,0.1,0.02228409514605799,0.122284095146058,-0.07771590485394202,3.9546187539624134e-05,-0.06685228543817397
2020-10-22,0.013650781806340759,0.05,0.05,0.013650781806340759,0.06365078180634076,-0.036349218193659244,0.05863331333971723,-0.040952345419022276
2020-10-23,0.05,0.05433521862093833,0.1,0.004335218620938327,0.10433521862093834,-0.004335218620938327,0.06798600042727909,0.01300565586281498
2020-10-26,0.05,0.054290329919186364,0.1,0.004290329919186358,0.10429032991918637,-0.004290329919186358,4.488870175196891e-05,0.012870989757559074
2020-10-27,0.05,0.05456152948615761,0.1,0.004561529486157612,0.10456152948615761,-0.004561529486157612,0.0002711995669712544,0.013684588458472837
2020-10-28,0.05,0.05507447359389751,0.1,0.005074473593897512,0.10507447359389752,-0.005074473593897512,0.0005129441077398999,0.015223420781692537
2020-10-29,0.05,0.054852112954140886,0.1,0.0048521129541408865,0.10485211295414089,-0.0048521129541408865,0.00022236063975662572,0.01455633886242266
2020-10-30,0.05,0.05496976385587436,0.1,0.004969763855874356,0.10496976385587437,-0.004969763855874356,0.00011765090173346954,0.014909291567623068
2020-11-02,0.05,0.05545188034103502,0.1,0.005451880341035017,0.10545188034103502,-0.005451880341035017,0.0004821164851606611,0.01635564102310505
2020-11-03,0.05,0.0555407018217669,0.1,0.005540701821766901,0.1055407018217669,-0.005540701821766901,8.88214807318842e-05,0.016622105465300706
2020-11-04,0.1,0.07737227468930352,0.15000000000000002,0.027372274689303526,0.17737227468930356,0.022627725310696477,0.17183157286753664,0.08211682406791057
2020-11-05,0.1,0.06907435710642712,0.15000000000000002,0.019074357106427124,0.16907435710642715,0.03092564289357288,0.10829791758287641,0.05722307131928137
2020-11-06,0.1,0.0607875201445672,0.15000000000000002,0.010787520144567199,0.1607875201445672,0.0392124798554328,0.10828683696185994,0.032362560433701594
2020-11-09,0.2,0.09100454668244815,0.25,0.04100454668244814,0.29100454668244813,0.10899545331755188,0.13021702653788095,0.12301364004734443
2020-11-10,0.2,0.09138687485731731,0.25,0.041386874857317305,0.2913868748573173,0.10861312514268272,0.00038232817486916204,0.12416062457195191
2020-11-11,0.25,0.10273519120145894,0.3,0.05273519120145893,0.3527351912014589,0.1472648087985411,0.061348316344141625,0.1582055736043768
