fold_id,train_start,train_end,test_start,test_end,retrained,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
0.0,2019-01-02,2019-01-17,2019-01-18,2019-01-23,yes,-0.007346817333239386,-8.17429999295038e-05,0.00203467919604563,-0.04017488363196034,-0.031161022306134933,0.25,0.25,0.8295454545454546,0.7840909090909091,22.0
1.0,2019-01-08,2019-01-23,2019-01-24,2019-01-29,yes,0.039088453488117736,0.0004408262208522332,0.00318819142695267,0.13826842928110586,-0.013507753221899121,0.29545454545454547,0.4090909090909091,0.6931818181818182,0.6022727272727273,36.0
2.0,2019-01-14,2019-01-29,2019-01-30,2019-02-04,yes,-0.03620282954947096,-0.00041474948092938476,0.0029044281488785225,-0.14279901573379622,-0.051226729640413526,0.22727272727272727,0.36363636363636365,0.6136363636363636,0.5340909090909091,32.0
3.0,2019-01-18,2019-02-04,2019-02-05,2019-02-08,yes,-0.012726591725860326,-0.0001446430768313657,0.0013453479758579376,-0.10751350537330374,-0.01541509492469395,0.26136363636363635,0.5,0.9090909090909091,0.5909090909090909,44.0
4.0,2019-01-24,2019-02-08,2019-02-11,2019-02-14,yes,-0.0017211202980460527,-1.8456485045152173e-05,0.0015044786797814324,-0.012267694646117214,-0.012335483280678794,0.29545454545454547,0.4772727272727273,0.8977272727272727,0.6363636363636364,42.0
5.0,2019-01-30,2019-02-14,2019-02-15,2019-02-15,yes,-0.003880847292930256,-0.00017661117948572456,0.0004981029624750366,-0.3545676151134632,-0.003880847292930256,0.045454545454545456,0.18181818181818182,0.22727272727272727,0.22727272727272727,4.0
