cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.008113689595360407,-7.308669564319654e-05,0.0013980315916375,-0.05227828618492866,-0.013243079366116906,0.07272727272727272,0.2909090909090909
