,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-0.00011164526619227098,-0.03486274170082481,-0.006497433439006347,-0.006573473470450972,0.00017459485492395558,-5.416689072325488e-05,-2.7083460322144678e-05
MSFT,0.0001353699719128305,0.007918896746306631,-0.0018017953411138378,0.004263880905363368,-0.00018491329670454384,-0.00012541403697781384,-6.270700073574172e-05
NVDA,0.0003081778056216603,-0.003487510108862285,0.0225351345629243,0.001322876789795182,-9.348007046437258e-05,-6.055575784675396e-05,-3.0277885601729183e-05
