mode,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,gross_pnl_sum,transaction_cost_sum,net_pnl_sum,active_observations,active_hit_rate
mean_reversion,0.011966882005465251,1.1939825064334352e-05,0.0007447412343429269,0.2545029577612872,-0.016701150010493993,0.2196078431372549,0.015853901633573454,0.0500365956429672,0.4235294117647059,16.170979666244925,0.01982217623324748,0.007643554667626442,0.012178621565621038,432,0.5185185185185185
inverse_trend,0.001964869885921816,1.964224090226362e-06,0.0002820414102640626,0.11055500943089477,-0.006683088032074069,0.0392156862745098,0.004320498723875807,0.006764413933927957,0.07058823529411765,4.406908698353323,0.004191149432279413,0.0021876408602485254,0.0020035085720308894,72,0.5555555555555556
flat,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
