,trend,trend,trend,trend,mean_reversion,mean_reversion,mean_reversion,mean_reversion,flat,flat,flat,flat
,gross_pnl,transaction_cost,net_pnl,turnover,gross_pnl,transaction_cost,net_pnl,turnover,gross_pnl,transaction_cost,net_pnl,turnover
date,,,,,,,,,,,,
2022-04-01,0.0017425014997892892,1.2488624297051863e-08,0.0017424890111649922,0.00022515217564715584,0.0003371467306828278,1.5605213155187502e-08,0.00033713112546967264,0.0002813398505516346,0.0,0.0,0.0,0.0
2022-04-04,-0.0009285488056321679,1.1009975604110795e-06,-0.000929649803192579,0.002855946122478914,-0.0006126007710669296,1.4235010309897872e-07,-0.0006127431211700287,0.00036925079545881145,0.0,0.0,0.0,0.0
2022-04-05,0.001255761034014909,4.838050822920914e-07,0.0012552772289326167,0.0009676101645841872,-4.521097029281469e-05,2.767804693450693e-07,-4.548775076215976e-05,0.0005535609386901411,0.0,0.0,0.0,0.0
2022-04-06,0.00042570526298641733,3.723449992773659e-07,0.00042533291798713997,0.0007446899985547317,-0.0003230120511653094,1.595219466337325e-07,-0.00032317157311194313,0.00031904389326746496,0.0,0.0,0.0,0.0
2022-04-07,0.00013525348886592127,1.9084962470087715e-08,0.00013523440390345118,0.00029932575496849356,0.00040699501531389984,2.4663789371178315e-08,0.00040697035152452866,0.0003868232586510256,0.0,0.0,0.0,0.0
2022-04-08,-0.00010626033035887811,1.1854293510319972e-08,-0.00010627218465238843,0.0004655323391744015,-0.00011300964307585192,1.0705376752912217e-08,-0.00011302034845260482,0.00042041299864794407,0.0,0.0,0.0,0.0
2022-04-11,-0.0015377272330074525,4.69685875509433e-05,-0.0015846958205583959,0.09393717510188662,-0.00014006843840187896,3.05922319629448e-09,-0.00014007149762507526,6.118446392588961e-06,0.0,0.0,0.0,0.0
2022-04-12,-0.000591542969791578,4.68436748261488e-05,-0.0006383866446177268,0.0936873496522976,0.00011555816645480432,2.442122171000399e-07,0.00011531395423770427,0.0004884244342000799,0.0,0.0,0.0,0.0
2022-04-13,-0.000251296993582703,5.94476170481799e-05,-0.00031074461063088294,0.11920432810705839,0.00029320889767832516,7.717318843365838e-08,0.0002931317244898915,0.00015474763383127588,0.0,0.0,0.0,0.0
2022-04-14,-0.0007136644044304025,0.0001328603822853784,-0.0008465247867157809,0.26686122797558903,-0.000655759598464187,2.84505308232552e-07,-0.0006560441037724195,0.0005714527883672049,0.0,0.0,0.0,0.0
2022-04-18,-0.0011112597467046947,0.00010825940616555095,-0.0012195191528702456,0.2165188123311019,0.0008888041587548545,5.405230533913271e-07,0.0008882636357014632,0.0010810461067826543,0.0,0.0,0.0,0.0
2022-04-19,0.0008766719658264408,4.701554420214847e-05,0.0008296564216242924,0.09433713849612349,-0.0002340545058128067,7.638820971621851e-08,-0.00023413089402252293,0.00015327367239408723,0.0,0.0,0.0,0.0
2022-04-20,0.0015482610123563193,2.3533069340427363e-07,0.001548025681662915,0.00047459499643516534,0.0004114858176807397,5.6550563281187284e-05,0.00035493525439955244,0.11404638294561825,0.0,0.0,0.0,0.0
2022-04-21,0.0014487867057166254,3.406668357031343e-08,0.0014487526390330552,0.0001486647314904027,0.00010896526628667428,9.171075498771729e-08,0.00010887355553168657,0.0004002196086064641,0.0,0.0,0.0,0.0
2022-04-22,0.0,7.380536313222842e-05,-7.380536313222842e-05,0.14761072626445684,0.0011489239174432145,5.6611746720430325e-05,0.0010923121707227842,0.11322349344086065,0.0,0.0,0.0,0.0
2022-04-25,0.0,0.0,0.0,0.0,2.1739789427733473e-05,8.170565428031428e-07,2.092273288493033e-05,0.0016341130856062855,0.0,0.0,0.0,0.0
2022-04-26,0.0,0.0,0.0,0.0,0.00029290584339153065,3.9210665780227414e-08,0.0002928666327257504,7.842133156045483e-05,0.0,0.0,0.0,0.0
2022-04-27,0.0024638255746869545,7.47129133411871e-05,0.0023891126613457673,0.1494258266823742,0.0003866641153423225,1.234660295184091e-06,0.0003854294550471384,0.002469320590368182,0.0,0.0,0.0,0.0
2022-04-28,0.00020561417415325932,1.1917530825236352e-06,0.00020442242107073568,0.0029695915840147052,0.0005782302346035759,1.3047942283493206e-07,0.000578099755180741,0.00032512657329755723,0.0,0.0,0.0,0.0
2022-04-29,-0.0007725275038978512,6.0985847505162566e-05,-0.0008335133514030138,0.1219716950103251,0.0,4.4015904430096345e-05,-4.4015904430096345e-05,0.08803180886019267,0.0,0.0,0.0,0.0
2022-05-02,-0.0002674539654885098,1.8043869626111625e-07,-0.00026763440418477093,0.0003608773925222325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-03,-0.0008863529833704959,4.674583112495625e-05,-0.0009330988144954521,0.0934916622499125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-04,0.0009336719804056261,6.039212158245291e-05,0.0008732798588231732,0.12078424316490581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-05,-0.00010610713328282513,4.493037499215813e-07,-0.00010655643703274672,0.0008986074998431626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-06,-0.0008204326253471422,1.3208598078139066e-07,-0.0008205647113279236,0.00026417196156278133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-09,0.00114151584985199,3.1038709760021487e-07,0.0011412054627543899,0.0006207741952004298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-10,-0.0005692042344524052,1.0041936752768628e-06,-0.0005702084281276821,0.0020083873505537253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-11,0.0010376821957362291,2.3321868335646202e-08,0.0010376588738678935,4.66437366712924e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-12,0.0013043079490665445,4.5875817928744955e-07,0.0013038491908872571,0.0009175163585748991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-13,-0.001332610184546249,5.4624215520013515e-05,-0.0013872344000662627,0.10924843104002703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-16,0.0007530443288864809,8.501115892611544e-07,0.0007521942172972197,0.0017002231785223088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-17,9.3785645145435e-05,4.9746979343173426e-05,4.403866580226157e-05,0.1346963546064992,-0.0018787194407368923,4.831673426359434e-05,-0.0019270361750004868,0.13082378182003468,0.0,0.0,0.0,0.0
2022-05-18,0.0006937367030331204,3.137028837969263e-08,0.0006937053327447407,6.659506875017485e-05,-0.0007746679526296997,1.0526151065052474e-06,-0.0007757205677362049,0.0022345658585200545,0.0,0.0,0.0,0.0
2022-05-19,0.0008795648071917757,5.1940092112313126e-05,0.0008276247150794626,0.10388018422462623,-0.0011105861043052149,3.371534874887991e-07,-0.0011109232577927036,0.0006743069749775982,0.0,0.0,0.0,0.0
2022-05-20,1.9395923497490515e-05,5.1720507557929516e-05,-3.2324584060439e-05,0.10485819473360429,0.0018479990483971924,3.5188443193572453e-07,0.0018476471639652567,0.000713410753873836,0.0,0.0,0.0,0.0
2022-05-23,-0.0008528268614394932,4.3965295328007315e-07,-0.0008532665143927733,0.0008953399494866926,0.0014835456702856583,4.866073361606574e-05,0.0014348849366695926,0.09909611308817833,0.0,0.0,0.0,0.0
2022-05-24,0.0002260137468259463,1.4614063539233718e-07,0.00022586760619055398,0.0007034289833376603,0.00144023632209151,3.5392080452192374e-07,0.0014398824012869882,0.001703551863166168,0.0,0.0,0.0,0.0
2022-05-25,0.0005208601709947914,4.262309332720912e-08,0.0005208175479014642,8.524618665441824e-05,0.0001192703675866241,4.9673889543561434e-05,6.959647804306267e-05,0.09934777908712286,0.0,0.0,0.0,0.0
2022-05-26,3.719615012331306e-05,1.235656723648799e-08,3.718379355607657e-05,2.5632008487312674e-05,-0.0013171224119847866,6.770167991617641e-07,-0.0013177994287839484,0.001404378741283796,0.0,0.0,0.0,0.0
2022-05-27,-0.0003375089910202366,4.135572675468376e-09,-0.0003375131265929121,8.271145350936815e-06,0.0009069157418548444,4.584640128957284e-07,0.0009064572778419486,0.0009169280257914636,0.0,0.0,0.0,0.0
2022-05-31,-0.0010977052456591385,5.1628789266396245e-05,-0.0011493340349255348,0.1032575785327925,-0.0003640515542958612,7.881360314548057e-07,-0.00036483969032731603,0.0015762720629096116,0.0,0.0,0.0,0.0
2022-06-01,0.0002560334235162283,1.5749624783092965e-07,0.00025587592726839735,0.00031499249566186013,8.168324859844758e-05,1.0007981253298106e-07,8.15831687859146e-05,0.00020015962506596263,0.0,0.0,0.0,0.0
2022-06-02,0.0,2.4327343414637486e-05,-2.4327343414637486e-05,0.10369252535673194,-0.002046705697398783,2.863128813031057e-05,-0.0020753369855290938,0.12203759859211767,0.0,0.0,0.0,0.0
2022-06-03,0.0,0.0,0.0,0.0,-0.0004549860469837511,7.505800119608948e-07,-0.00045573662699571196,0.0015011600239217895,0.0,0.0,0.0,0.0
2022-06-06,0.0,0.0,0.0,0.0,0.000558705290725619,5.68997856678511e-07,0.0005581362928689405,0.001137995713357022,0.0,0.0,0.0,0.0
2022-06-07,0.0,0.0,0.0,0.0,-0.000264248845388232,5.6148302749112724e-05,-0.0003203971481373447,0.11229660549822544,0.0,0.0,0.0,0.0
2022-06-08,0.0,0.0,0.0,0.0,-0.0008526276762631206,3.102420917902374e-07,-0.0008529379183549108,0.0006204841835804747,0.0,0.0,0.0,0.0
2022-06-09,0.0,0.0,0.0,0.0,-0.0019405383715610375,4.487320460899313e-05,-0.001985411576170031,0.08974640921798625,0.0,0.0,0.0,0.0
2022-06-10,0.0,0.0,0.0,0.0,-0.000679404658835584,5.786029435672288e-07,-0.0006799832617791512,0.0011572058871344576,0.0,0.0,0.0,0.0
2022-06-13,0.0,0.0,0.0,0.0,-0.0006593299538110099,5.396612688212151e-05,-0.0007132960806931314,0.10793225376424301,0.0,0.0,0.0,0.0
2022-06-14,0.0,0.0,0.0,0.0,-0.0003017929670310739,4.116292649258002e-07,-0.0003022045962959997,0.0008232585298516004,0.0,0.0,0.0,0.0
2022-06-15,0.0,0.0,0.0,0.0,0.0007660110886041081,2.601654496608569e-07,0.0007657509231544472,0.0005203308993217137,0.0,0.0,0.0,0.0
2022-06-16,0.0,0.0,0.0,0.0,0.0016717476714540411,3.137714584933449e-07,0.0016714338999955479,0.0006275429169866897,0.0,0.0,0.0,0.0
2022-06-17,0.0,0.0,0.0,0.0,-0.00024088829884264331,1.0598094008322234e-06,-0.00024194810824347554,0.002119618801664447,0.0,0.0,0.0,0.0
2022-06-21,0.0,0.0,0.0,0.0,-3.4608085347840765e-05,4.3046929266672435e-05,-7.76550146145132e-05,0.08609385853334486,0.0,0.0,0.0,0.0
2022-06-22,-0.00026100838014228665,6.794365694167782e-05,-0.00032895203708396446,0.13588731388335562,0.0006508070675776809,1.0177012740748492e-07,0.0006507052974502734,0.0002035402548149698,0.0,0.0,0.0,0.0
2022-06-23,0.0,6.794365694167782e-05,-6.794365694167782e-05,0.13588731388335562,0.0017427922566953416,1.2386000314092151e-08,0.0017427798706950274,2.47720006281843e-05,0.0,0.0,0.0,0.0
2022-06-24,0.0,0.0,0.0,0.0,0.0,5.4890149260238966e-05,-5.4890149260238966e-05,0.10978029852047792,0.0,0.0,0.0,0.0
2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,-0.0012345790011174568,0.00010403111779942376,-0.0013386101189168805,0.2080622355988475,0.0,0.0,0.0,0.0
2022-07-05,0.0,0.0,0.0,0.0,-0.00040265930609319,6.418163752817199e-05,-0.000466840943621362,0.12836327505634398,0.0,0.0,0.0,0.0
2022-07-06,0.0,0.0,0.0,0.0,-0.00016692565108693004,4.265004650633458e-05,-0.0002095756975932646,0.08530009301266915,0.0,0.0,0.0,0.0
2022-07-07,0.0,0.0,0.0,0.0,0.002181770305583717,9.928194950565434e-09,0.0021817603773887665,1.9856389901130866e-05,0.0,0.0,0.0,0.0
