cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.001600307910585519,1.455582040455821e-05,0.00019635119526207248,0.07413155995882972,-0.0008289748294851851,0.02727272727272727,0.08181818181818182
