mode,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,gross_pnl_sum,transaction_cost_sum,net_pnl_sum,active_observations,active_hit_rate
trend,-0.007187568257071897,-0.00011992011111157039,0.000777932656404366,-2.447091957776319,-0.009793531823920398,0.1,0.024928406645439428,0.027541370903809547,0.25,1.4957043987263656,-0.006529522104595311,0.0006656845620989135,-0.007195206666694223,15,0.4
mean_reversion,0.00789426759327072,0.00013160492326107475,0.0010499903807549666,1.9896976466213956,-0.006617144404159725,0.43333333333333335,0.03230195632821758,0.10475502660624667,0.75,1.9381173796930546,0.008787696841267813,0.0008914014456033271,0.007896295395664485,45,0.5777777777777777
flat,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
