cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.00988364104404904,2.99575496432267e-05,0.000554984174175889,0.053979106138857876,-0.00661328471304945,0.045454545454545456,0.12727272727272726
