date,long_gross,short_gross,stock_gross,hedge_gross,gross_exposure,net_exposure,turnover,net_XLK_exposure,portfolio_vol_scale
2025-10-20,0.08789539082776872,0.05,0.05,0.08789539082776872,0.13789539082776872,0.037895390827768716,0.13789539082776872,0.0,1.0
2025-10-21,0.08837391950094889,0.05,0.05,0.08837391950094889,0.1383739195009489,0.038373919500948886,0.00047852867318017023,0.0,1.0
2025-10-22,0.08733203164764919,0.05,0.05,0.08733203164764919,0.13733203164764918,0.037332031647649186,0.0010418878532997,0.0,1.0
2025-10-23,0.08895159259837764,0.05,0.05,0.08895159259837764,0.13895159259837764,0.03895159259837763,0.0016195609507284464,0.0,1.0
2025-10-24,0.08863116195848966,0.05,0.05,0.08863116195848966,0.13863116195848968,0.03863116195848966,0.0003204306398879725,0.0,1.0
2025-10-27,0.09225185141254327,0.05,0.05,0.09225185141254327,0.14225185141254326,0.04225185141254327,0.0036206894540536105,0.0,1.0
2025-10-28,0.1508068676640854,0.1,0.1,0.1508068676640854,0.25080686766408544,0.0508068676640854,0.10855501625154214,0.0,1.0
2025-10-29,0.09292882519261862,0.05,0.05,0.09292882519261862,0.14292882519261862,0.04292882519261862,0.10787804247146679,0.0,1.0
2025-10-30,0.0931843296757093,0.05,0.05,0.0931843296757093,0.14318432967570932,0.0431843296757093,0.0002555044830906822,0.0,1.0
2025-10-31,0.0,-0.0,0.0,0.0,0.0,0.0,0.14318432967570932,0.0,1.0
2025-11-03,0.015359599954914815,0.05,0.05,0.015359599954914815,0.06535959995491482,-0.03464040004508519,0.06535959995491482,0.0,1.0
2025-11-04,0.038956803077340826,0.1,0.1,0.038956803077340826,0.13895680307734082,-0.06104319692265918,0.07359720312242601,0.0,1.0
2025-11-05,0.04310689403390418,0.1,0.1,0.04310689403390418,0.1431068940339042,-0.05689310596609583,0.0041500909565633515,0.0,1.0
2025-11-06,0.043634785720425825,0.1,0.1,0.043634785720425825,0.14363478572042582,-0.05636521427957418,0.0005278916865216476,0.0,1.0
2025-11-07,0.05076596263120897,0.1,0.1,0.05076596263120897,0.15076596263120898,-0.049234037368791034,0.007131176910783146,0.0,1.0
2025-11-10,0.025386966483709923,0.05,0.05,0.025386966483709923,0.07538696648370993,-0.02461303351629008,0.07537899614749904,0.0,1.0
2025-11-11,0.02327989906534969,0.05,0.05,0.02327989906534969,0.0732798990653497,-0.026720100934650312,0.0021070674183602325,0.0,1.0
2025-11-12,0.023361990019715336,0.05,0.05,0.023361990019715336,0.07336199001971534,-0.026638009980284667,8.209095436564548e-05,0.0,1.0
2025-11-13,0.024171674355564297,0.05,0.05,0.024171674355564297,0.0741716743555643,-0.025828325644435705,0.0008096843358489612,0.0,1.0
2025-11-14,0.015856909712682492,0.05,0.05,0.015856909712682492,0.06585690971268249,-0.03414309028731751,0.008314764642881806,0.0,1.0
2025-11-17,0.01588533624713559,0.05,0.05,0.01588533624713559,0.06588533624713559,-0.03411466375286441,2.8426534453097896e-05,0.0,1.0
2025-11-18,0.015984896685580036,0.05,0.05,0.015984896685580036,0.06598489668558004,-0.03401510331441997,9.956043844444595e-05,0.0,1.0
2025-11-19,0.016107084391284672,0.05,0.05,0.016107084391284672,0.06610708439128468,-0.03389291560871533,0.00012218770570463638,0.0,1.0
2025-11-20,0.016105025456850976,0.05,0.05,0.016105025456850976,0.06610502545685099,-0.03389497454314903,2.0589344336963133e-06,0.0,1.0
2025-11-21,0.02090154876981224,0.05,0.05,0.02090154876981224,0.07090154876981225,-0.029098451230187762,0.004796523312961265,0.0,1.0
2025-11-24,0.020645231184195537,0.05,0.05,0.020645231184195537,0.07064523118419554,-0.029354768815804465,0.0002563175856167034,0.0,1.0
2025-11-25,0.019663532645281586,0.05,0.05,0.019663532645281586,0.06966353264528159,-0.030336467354718417,0.0009816985389139513,0.0,1.0
2025-11-26,0.018768974948277097,0.05,0.05,0.018768974948277097,0.0687689749482771,-0.031231025051722906,0.0008945576970044895,0.0,1.0
2025-11-28,0.018435397842434215,0.05,0.05,0.018435397842434215,0.06843539784243421,-0.03156460215756579,0.00033357710584288117,0.0,1.0
2025-12-01,0.01864119252245115,0.05,0.05,0.01864119252245115,0.06864119252245116,-0.03135880747754885,0.00020579468001693385,0.0,1.0
2025-12-02,0.018653034805636442,0.05,0.05,0.018653034805636442,0.06865303480563645,-0.03134696519436356,1.1842283185292679e-05,0.0,1.0
2025-12-03,0.019012638049316462,0.05,0.05,0.019012638049316462,0.06901263804931647,-0.03098736195068354,0.0003596032436800206,0.0,1.0
2025-12-04,0.019040766132770906,0.05,0.05,0.019040766132770906,0.06904076613277091,-0.030959233867229097,2.8128083454443537e-05,0.0,1.0
2025-12-05,0.05038123704084978,0.1,0.1,0.05038123704084978,0.15038123704084977,-0.04961876295915023,0.08134047090807887,0.0,1.0
2025-12-08,0.03286608439514065,0.05,0.05,0.03286608439514065,0.08286608439514065,-0.01713391560485935,0.06751515264570912,0.0,1.0
2025-12-09,0.03248921606976664,0.05,0.05,0.03248921606976664,0.08248921606976664,-0.017510783930233365,0.0003768683253740149,0.0,1.0
2025-12-10,0.03277380233685151,0.05,0.05,0.03277380233685151,0.08277380233685151,-0.017226197663148493,0.00028458626708487145,0.0,1.0
2025-12-11,0.032638134697115614,0.05,0.05,0.032638134697115614,0.08263813469711562,-0.01736186530288439,0.00013566763973589524,0.0,1.0
2025-12-12,0.033102338631685095,0.05,0.05,0.033102338631685095,0.08310233863168509,-0.016897661368314908,0.00046420393456948067,0.0,1.0
2025-12-15,0.030792235503580873,0.05,0.05,0.030792235503580873,0.08079223550358088,-0.01920776449641913,0.0023101031281042225,0.0,1.0
2025-12-16,0.03171391237615136,0.05,0.05,0.03171391237615136,0.08171391237615136,-0.018286087623848646,0.0009216768725704844,0.0,1.0
2025-12-17,0.031606801249352855,0.05,0.05,0.031606801249352855,0.08160680124935285,-0.018393198750647148,0.00010711112679850227,0.0,1.0
2025-12-18,0.0,-0.0,0.0,0.0,0.0,0.0,0.08160680124935285,0.0,1.0
2025-12-19,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-12-22,0.03151945580805884,0.05,0.05,0.03151945580805884,0.08151945580805883,-0.018480544191941166,0.08151945580805883,0.0,1.0
2025-12-23,0.0,-0.0,0.0,0.0,0.0,0.0,0.08151945580805883,0.0,1.0
2025-12-24,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-12-26,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-12-29,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-12-30,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-12-31,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
