variant,fold_id,test_start,test_end,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,trend_cells,mean_reversion_cells,flat_cells
baseline_hybrid,13,2025-01-28,2025-04-24,-0.0101207930688193,-0.00016493808727827258,0.0019168414461376356,-1.365950725471662,-0.016140206019010672,0.4918032786885246,0.05024258559845031,0.21452779658844162,0.9836065573770492,3.0647977215054687,58,101,573
inverse_trend_only,13,2025-01-28,2025-04-24,0.010892512510866759,0.00017793661787552831,0.0008076533421273553,3.497362163751266,-0.002463887489346339,0.36065573770491804,0.020734172771306486,0.06915386408885453,0.6557377049180327,1.2647845390496957,0,0,674
pure_inverse_trend_only,13,2025-01-28,2025-04-24,0.010892512510866759,0.00017793661787552831,0.0008076533421273553,3.497362163751266,-0.002463887489346339,0.36065573770491804,0.020734172771306486,0.06915386408885453,0.6557377049180327,1.2647845390496957,0,0,674
strict_inverse_trend_only,13,2025-01-28,2025-04-24,0.004486090989432867,7.355404452011444e-05,0.0005940031486918074,1.9657038197704768,-0.0018278567072275154,0.14754098360655737,0.005117285711304445,0.018293635063319567,0.22950819672131148,0.31215442838957114,0,0,715
strict_mean_reversion_only,13,2025-01-28,2025-04-24,0.004508244925538474,7.482214305006021e-05,0.001480316886968598,0.8023719170430237,-0.01344922906769308,0.45901639344262296,0.011224282668730804,0.07602900488165923,0.7377049180327869,0.684681242792579,0,45,687
strict_mr_plus_strict_inverse_trend,13,2025-01-28,2025-04-24,0.009011929471854918,0.0001485047893894473,0.0016960940863457855,1.3899231571746613,-0.012631939051129581,0.4918032786885246,0.016084364741489887,0.09136122349922991,0.7377049180327869,0.9811462492308831,0,45,670
high_confidence_hybrid,13,2025-01-28,2025-04-24,-0.0057935743690608055,-9.388559901456266e-05,0.0016635936814002235,-0.8958844318540229,-0.016492561141644657,0.4426229508196721,0.027166530319656258,0.12790811619919504,0.7704918032786885,1.6571583494990316,41,50,641
baseline_hybrid,14,2025-04-25,2025-07-22,-0.009595109284606385,-0.00015977184705994658,0.0013578301056322742,-1.8679063252904977,-0.012562094169239812,0.38333333333333336,0.04349034710574318,0.1193376051594247,0.95,2.6094208263445906,12,95,613
inverse_trend_only,14,2025-04-25,2025-07-22,-0.0046374170637357714,-7.716325766627244e-05,0.0007846738032855946,-1.5610674597396983,-0.006504957060948224,0.08333333333333333,0.025759797993408506,0.02120292802136941,0.2,1.5455878796045104,0,0,708
pure_inverse_trend_only,14,2025-04-25,2025-07-22,-0.0046374170637357714,-7.716325766627244e-05,0.0007846738032855946,-1.5610674597396983,-0.006504957060948224,0.08333333333333333,0.025759797993408506,0.02120292802136941,0.2,1.5455878796045104,0,0,708
strict_inverse_trend_only,14,2025-04-25,2025-07-22,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,720
strict_mean_reversion_only,14,2025-04-25,2025-07-22,-0.006203524387955461,-0.00010327484621373082,0.0009390716768954193,-1.745806416012706,-0.008083961429566244,0.23333333333333334,0.007561610070176281,0.06474837096706028,0.6,0.4536966042105769,0,36,684
strict_mr_plus_strict_inverse_trend,14,2025-04-25,2025-07-22,-0.006203524387955461,-0.00010327484621373082,0.0009390716768954193,-1.745806416012706,-0.008083961429566244,0.23333333333333334,0.007561610070176281,0.06474837096706028,0.6,0.4536966042105769,0,36,684
high_confidence_hybrid,14,2025-04-25,2025-07-22,-0.006376209745312056,-0.00010617215339841429,0.0009376563582907319,-1.7974929401500888,-0.008134797870093746,0.23333333333333334,0.013195996791139718,0.067565564327542,0.6166666666666667,0.791759807468383,2,36,682
baseline_hybrid,15,2025-07-23,2025-10-17,-0.01057173504004938,-0.00016827597475737216,0.002521489728465321,-1.059412717352529,-0.022283418837524827,0.4032258064516129,0.06956348564226411,0.25784507485511454,0.9354838709677419,4.312936109820375,13,215,516
inverse_trend_only,15,2025-07-23,2025-10-17,0.0014930056534629976,2.411590748081453e-05,0.00032784170269125983,1.167722592539691,-0.0011053723808335247,0.0967741935483871,0.00961874611329699,0.014575297831644171,0.20967741935483872,0.5963622590244134,0,0,731
pure_inverse_trend_only,15,2025-07-23,2025-10-17,0.0014930056534629976,2.411590748081453e-05,0.00032784170269125983,1.167722592539691,-0.0011053723808335247,0.0967741935483871,0.00961874611329699,0.014575297831644171,0.20967741935483872,0.5963622590244134,0,0,731
