variant,fold_id,test_start,test_end,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,trend_cells,mean_reversion_cells,flat_cells
strict_inverse_trend_only,15,2025-07-23,2025-10-17,0.00016143711210436784,2.619266562599879e-06,0.00017835870716330867,0.2331232846069387,-0.0007280645931024843,0.04838709677419355,0.0019551548962691693,0.005497874622631939,0.0967741935483871,0.1212196035686885,0,0,738
strict_mean_reversion_only,15,2025-07-23,2025-10-17,-0.0014327083953324937,-2.1984612591440605e-05,0.0015222565837906276,-0.22926155106733806,-0.009168719634338074,0.3387096774193548,0.03463626992572698,0.12441800285928485,0.7258064516129032,2.1474487353950726,0,101,643
strict_mr_plus_strict_inverse_trend,15,2025-07-23,2025-10-17,-0.001275083726691939,-1.9365346028840718e-05,0.0015704594584243852,-0.1957486621008181,-0.009012316101436935,0.3387096774193548,0.03659142482199614,0.1299158774819168,0.7258064516129032,2.268668338963761,0,101,637
high_confidence_hybrid,15,2025-07-23,2025-10-17,-0.0008256924943246258,-1.1792238437233172e-05,0.0017641309519845485,-0.10611229377478501,-0.009796230126987382,0.3548387096774194,0.04486029933834832,0.16685338771242025,0.7258064516129032,2.781338558977596,7,120,617
baseline_hybrid,16,2025-10-20,2025-12-31,-0.0015816355313978958,-3.049474349276926e-05,0.001051421649479977,-0.4604138080082921,-0.008746530810369912,0.37254901960784315,0.01981636051843787,0.08141108496710957,0.8235294117647058,1.0106343864403313,0,48,564
inverse_trend_only,16,2025-10-20,2025-12-31,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,612
pure_inverse_trend_only,16,2025-10-20,2025-12-31,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,612
strict_inverse_trend_only,16,2025-10-20,2025-12-31,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,612
strict_mean_reversion_only,16,2025-10-20,2025-12-31,-0.002776744914263607,-5.440205702107969e-05,0.0004906933198525735,-1.7599707336310582,-0.0038721992408417005,0.09803921568627451,0.003129239708000391,0.018800636816009863,0.27450980392156865,0.15959122510801996,0,14,598
strict_mr_plus_strict_inverse_trend,16,2025-10-20,2025-12-31,-0.002776744914263607,-5.440205702107969e-05,0.0004906933198525735,-1.7599707336310582,-0.0038721992408417005,0.09803921568627451,0.003129239708000391,0.018800636816009863,0.27450980392156865,0.15959122510801996,0,14,598
high_confidence_hybrid,16,2025-10-20,2025-12-31,-0.003980569677193513,-7.79968612887187e-05,0.0006483008752236659,-1.9098567276407474,-0.0051908612833916346,0.19607843137254902,0.009285447276230638,0.04234835138559739,0.45098039215686275,0.47355781108776257,0,23,589
