variant,description,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
baseline_hybrid,Original hybrid rule: trend and mean-reversion enabled with 0.60/0.40 probability bands.,-0.04798703606560306,-4.716294476299124e-05,0.001448628882142225,-0.5168256320659222,-0.06726119227558736,0.4411764705882353,0.05779834351950585,0.17935032102215695,0.9205882352941176,58.954310389895966
inverse_trend_only,"Only trades baseline trend entries, but flips the sign to test whether trend mode is backwards.",0.010388812710768969,1.0322844732443385e-05,0.0006169500240929851,0.2656132158347589,-0.02397300027587046,0.1784313725490196,0.022635554461627374,0.04040029175214446,0.3392156862745098,23.088265550859923
pure_inverse_trend_only,"Trend-only gate, flipped sign; mean-reversion state cannot block inverse-trend entries.",0.010388812710768969,1.0322844732443385e-05,0.0006169500240929851,0.2656132158347589,-0.02397300027587046,0.1784313725490196,0.022635554461627374,0.04040029175214446,0.3392156862745098,23.088265550859923
strict_inverse_trend_only,Pure inverse-trend with stricter P(trend)>=0.65 and |trend_score|>=1.50 entry.,0.0019490201469674062,1.9487206697085807e-06,0.00028205990428023243,0.10967521838887925,-0.006693583837413697,0.0392156862745098,0.004320498723875807,0.006764413933927957,0.07058823529411765,4.406908698353323
strict_mean_reversion_only,Disables trend entries and requires P(trend)<=0.35 plus |displacement|>=1.50 for mean reversion.,0.011943652238349367,1.191732046038639e-05,0.0007447424155238356,0.2540228587109528,-0.016704480331193317,0.2196078431372549,0.015853901633573454,0.0500365956429672,0.4235294117647059,16.170979666244925
strict_mr_plus_strict_inverse_trend,Strict mean-reversion has priority; otherwise trade strict inverse-trend entries.,0.013940950572324251,1.3904049154560713e-05,0.0008133587975758313,0.27136847641724177,-0.015569871753930653,0.24411764705882352,0.020098384308517774,0.05638256539822604,0.4666666666666667,20.50035199468813
high_confidence_hybrid,Hybrid rule with wider probability bands: trend >=0.65 and mean reversion <=0.35.,0.006527111100060212,6.8455049576548336e-06,0.0009670763777748547,0.11236860375984269,-0.025126635912085082,0.3058823529411765,0.031262360336338266,0.08824550424478773,0.6274509803921569,31.887607543065034
